bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1141412,784314,2019-01-21,Senate,"Senate Insurance Committee Vote",9,2,0,0,11
1141412,784315,2019-01-22,Senate,"Senate Floor Vote - Final Passage",51,11,0,1,63
1141412,784699,2019-01-22,Senate,"Senate Rules Committee Vote",17,1,0,1,19
1141412,784700,2019-01-22,Assembly,"Assembly Floor Vote - Final Passage",100,39,0,11,150
1141439,797107,2019-02-11,Senate,"Senate Health Committee Vote",14,0,0,1,15
1141439,908842,2020-01-28,Senate,"Senate Health Committee Vote",15,0,0,0,15
1141445,875980,2019-04-29,Senate,"Senate Insurance Committee Vote",11,0,0,0,11
1141445,875981,2019-05-30,Senate,"Senate Floor Vote - Final Passage",58,0,0,4,62
1141445,906664,2020-01-27,Senate,"Senate Insurance Committee Vote",11,0,0,0,11
1141445,951220,2020-03-11,Senate,"Senate Floor Vote - Final Passage",58,0,0,4,62
1141448,832850,2019-01-28,Senate,"Senate Commerce, Economic Development And Small Business Committee Vote",8,1,0,0,9
1141448,832851,2019-04-01,Senate,"Senate Floor Vote - Final Passage",50,11,0,1,62
1141448,902764,2020-01-14,Senate,"Senate Commerce, Economic Development and Small Business Committee Vote",8,1,0,0,9
1141450,798353,2019-02-12,Senate,"Senate Labor Committee Vote",13,0,0,0,13
1141454,881422,2019-02-27,Senate,"Senate Banks Committee Vote",7,4,0,0,11
1141454,881773,2019-06-13,Senate,"Senate Floor Vote - Final Passage",51,11,0,0,62
1141454,883992,2019-06-18,Assembly,"Assembly Floor Vote - Final Passage",123,25,0,2,150
1141464,787838,2019-01-28,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1141464,787839,2019-01-29,Senate,"Senate Floor Vote - Final Passage",52,11,0,0,63
1141464,788361,2019-01-29,Assembly,"Assembly Floor Vote - Final Passage",110,20,0,20,150
1141467,881930,2019-06-06,Senate,"Senate Rules Committee Vote",17,2,0,0,19
1141467,881931,2019-06-14,Senate,"Senate Floor Vote - Final Passage",60,2,0,0,62
1141467,883730,2019-06-17,Assembly,"Assembly Floor Vote - Final Passage",130,15,0,5,150
1141473,787832,2019-01-28,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1141473,787833,2019-01-29,Senate,"Senate Floor Vote - Final Passage",52,11,0,0,63
1141473,788647,2019-01-29,Assembly,"Assembly Floor Vote - Final Passage",108,22,0,20,150
1141474,972308,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1141474,973453,2020-07-22,Senate,"Senate Floor Vote - Final Passage",59,1,0,0,60
1141474,973795,2020-07-21,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1141500,810566,2019-02-11,Senate,"Senate Women's Issues Committee Vote",7,0,0,0,7
1141500,810567,2019-02-27,Senate,"Senate Floor Vote - Final Passage",62,0,0,1,63
1141500,877851,2019-06-04,Assembly,"Assembly Floor Vote - Final Passage",146,1,0,3,150
1141503,860973,2019-05-07,Senate,"Senate Social Services Committee Vote",7,0,0,0,7
1141517,787817,2019-01-28,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1141517,787818,2019-01-29,Senate,"Senate Floor Vote - Final Passage",52,11,0,0,63
1141517,788350,2019-01-29,Assembly,"Assembly Floor Vote - Final Passage",112,18,0,20,150
1141529,819958,2019-03-11,Senate,"Senate Crime Victims, Crime and Correction Committee Vote",6,1,0,0,7
1141529,855568,2019-04-30,Senate,"Senate Finance Committee Vote",21,2,0,0,23
1141529,904564,2020-01-21,Senate,"Senate Crime Victims, Crime and Correction Committee Vote",6,1,0,0,7
1141529,972475,2020-07-21,Senate,"Senate Floor Vote - Final Passage",49,11,0,0,60
1141542,832025,2019-03-26,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1141542,832026,2019-03-29,Senate,"Senate Floor Vote - Final Passage",43,17,0,2,62
1141542,972683,2020-07-21,Senate,"Senate Finance Committee Vote",21,2,0,0,23
1141542,973334,2020-07-22,Senate,"Senate Rules Committee Vote",16,3,0,0,19
1141542,973495,2020-07-22,Senate,"Senate Floor Vote - Final Passage",45,15,0,0,60
1141545,816117,2019-01-22,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1141545,816118,2019-03-06,Senate,"Senate Floor Vote - Final Passage",62,0,0,1,63
1141545,906450,2020-01-27,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1141545,920123,2020-02-11,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1141555,856137,2019-04-30,Senate,"Senate Health Committee Vote",15,0,0,0,15
1141560,875558,2019-05-29,Senate,"Senate Investigations and Government Operations Committee Vote",7,0,0,0,7
1141572,867655,2019-05-13,Senate,"Senate Insurance Committee Vote",11,0,0,0,11
1141572,867656,2019-05-20,Senate,"Senate Floor Vote - Final Passage",60,0,0,2,62
1141572,902112,2020-01-13,Senate,"Senate Insurance Committee Vote",11,0,0,0,11
1141572,903866,2020-01-21,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1141580,854967,2019-02-05,Senate,"Senate Investigations and Government Operations Committee Vote",7,0,0,0,7
1141580,855179,2019-04-30,Senate,"Senate Floor Vote - Final Passage",61,1,0,0,62
1141580,855180,2019-04-30,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1141580,856382,2019-04-30,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1141583,886521,2019-06-20,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1141583,887344,2019-06-20,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1141587,784320,2019-01-22,Senate,"Senate Floor Vote - Final Passage",56,6,0,1,63
1141587,784321,2019-01-22,Senate,"Senate Labor Committee Vote",10,3,0,0,13
1141587,784695,2019-01-22,Senate,"Senate Labor Committee Vote",10,3,0,0,13
1141587,784696,2019-01-22,Assembly,"Assembly Floor Vote - Final Passage",105,33,0,12,150
1141597,868061,2019-05-21,Senate,"Senate Children and Families Committee Vote",7,0,0,0,7
1141597,869230,2019-05-21,Senate,"Senate Children and Families Committee Vote",7,0,0,0,7
1141597,869231,2019-05-22,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1141597,904699,2020-01-21,Senate,"Senate Children and Families Committee Vote",7,0,0,0,7
1141600,782518,2019-01-15,Assembly,"Assembly Labor Committee: Favorable refer to committee Codes",19,8,0,2,29
1141600,782519,2019-01-15,Assembly,"Assembly Codes Committee: Favorable",15,6,0,1,22
1141607,797428,2019-02-11,Senate,"Senate Children and Families Committee Vote",7,0,0,0,7
1141613,782168,2019-01-14,Assembly,"Assembly Insurance Committee: Favorable refer to committee Codes",17,7,0,1,25
1141613,782416,2019-01-15,Assembly,"Assembly Codes Committee: Favorable",15,6,0,1,22
1141618,819704,2019-03-11,Senate,"Senate Crime Victims, Crime and Correction Committee Vote",5,2,0,0,7
1141618,860971,2019-05-07,Senate,"Senate Finance Committee Vote",19,4,0,0,23
1141622,972319,2020-07-20,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1141622,973896,2020-07-21,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1141622,973897,2020-07-22,Senate,"Senate Floor Vote - Final Passage",59,1,0,0,60
1141623,875908,2019-05-30,Senate,"Senate New York City Education Committee Vote",7,0,0,0,7
1141623,880028,2019-06-11,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1141623,880515,2019-06-11,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1142163,868332,2019-05-21,Assembly,"Assembly Transportation Committee: Favorable",25,0,0,0,25
1142189,869080,2019-05-21,Senate,"Senate Health Committee Vote",15,0,0,0,15
1142244,857001,2019-05-01,Assembly,"Assembly Election Law Committee: Favorable refer to committee Codes",16,0,0,0,16
1142244,859855,2019-05-07,Assembly,"Assembly Codes Committee: Favorable refer to committee Ways and Means",20,0,0,2,22
1142244,874762,2019-05-30,Assembly,"Assembly Ways And Means Committee: Favorable",31,0,0,4,35
1142246,857377,2019-04-30,Assembly,"Assembly Corporations, Authorities And Commissions Committee: Favorable",19,6,0,1,26
1142246,972244,2020-07-20,Assembly,"Assembly Floor Vote - Final Passage",110,32,0,3,145
1142252,784531,2019-01-22,Senate,"Senate Labor Committee Vote",13,0,0,0,13
1142252,786914,2019-01-28,Senate,"Senate Floor Vote - Final Passage",63,0,0,0,63
1142252,787816,2019-01-28,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1142252,903319,2020-01-14,Senate,"Senate Labor Committee Vote",13,0,0,0,13
1142252,904684,2020-01-22,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1142252,907244,2020-01-28,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1142262,785148,2019-01-23,Assembly,"Assembly Alcoholism And Drug Abuse Committee: Favorable refer to committee Ways and Means",13,0,0,1,14
1142262,885460,2019-06-19,Assembly,"Assembly Rules Committee: Favorable",28,0,0,3,31
1142262,885461,2019-06-19,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,2,0,2,35
1142262,886156,2019-06-21,Assembly,"Assembly Floor Vote - Final Passage",141,3,0,6,150
1142269,875168,2019-05-21,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1142269,875169,2019-05-30,Senate,"Senate Floor Vote - Final Passage",58,0,0,4,62
1142269,904641,2020-01-22,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1142269,920178,2020-02-11,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1142281,971426,2020-07-16,Assembly,"Assembly Housing Committee: Favorable refer to committee Ways and Means",26,0,0,2,28
1142281,971840,2020-07-17,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",32,0,0,2,34
1142281,972229,2020-07-20,Assembly,"Assembly Rules Committee: Favorable",27,0,0,3,30
1142281,972285,2020-07-20,Assembly,"Assembly Floor Vote - Final Passage",141,0,0,4,145
1142294,970875,2020-07-13,Assembly,"Assembly Alcoholism And Drug Abuse Committee: Favorable refer to committee Codes",13,0,0,1,14
1142294,971718,2020-07-17,Assembly,"Assembly Codes Committee: Favorable refer to committee Ways and Means",20,1,0,1,22
1142314,861512,2019-05-07,Assembly,"Assembly Health Committee: Favorable refer to committee Ways and Means",19,3,0,4,26
1142352,875243,2019-05-30,Assembly,"Assembly Consumer Affairs And Protection Committee: Favorable refer to committee Codes",15,0,0,1,16
1142352,907578,2020-01-28,Assembly,"Assembly Codes Committee: Favorable",21,0,0,1,22
1142368,857116,2019-04-30,Assembly,"Assembly Health Committee: Favorable refer to committee Codes",25,0,0,1,26
1142368,859834,2019-05-07,Assembly,"Assembly Codes Committee: Favorable refer to committee Ways and Means",20,0,0,2,22
1142444,785144,2019-01-23,Assembly,"Assembly Alcoholism And Drug Abuse Committee: Favorable refer to committee Ways and Means",13,0,0,1,14
1142444,882320,2019-06-14,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",26,4,0,5,35
1142444,882503,2019-06-17,Assembly,"Assembly Rules Committee: Favorable",26,0,0,5,31
1142444,883956,2019-06-18,Assembly,"Assembly Floor Vote - Final Passage",133,13,0,4,150
1142444,885592,2019-06-18,Senate,"Senate Floor Vote - Final Passage",48,14,0,0,62
1142456,840803,2019-04-09,Assembly,"Assembly Transportation Committee: Favorable",23,0,0,2,25
1142456,902552,2020-01-13,Assembly,"Assembly Floor Vote - Final Passage",141,0,0,7,148
1142470,902630,2020-01-14,Assembly,"Assembly Judiciary Committee: Favorable",15,6,0,0,21
1142470,914969,2020-01-14,Assembly,"Assembly Judiciary Committee: Favorable",15,6,0,0,21
1142479,881887,2019-06-12,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1142479,881888,2019-06-12,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1142501,819370,2019-02-27,Senate,"Senate Judiciary Committee Vote",13,2,0,0,15
1142501,820128,2019-03-12,Senate,"Senate Floor Vote - Final Passage",50,11,0,1,62
1142501,902980,2020-01-14,Senate,"Senate Judiciary Committee Vote",12,3,0,0,15
1142501,931904,2020-02-24,Senate,"Senate Floor Vote - Final Passage",47,12,0,3,62
1142562,948146,2020-03-02,Senate,"Senate Corporations, Authorities and Commissions Committee Vote",6,0,0,1,7
1142562,948147,2020-03-10,Senate,"Senate Floor Vote - Final Passage",59,0,0,3,62
1142564,792986,2019-02-04,Senate,"Senate Civil Service and Pensions Committee Vote",7,0,0,0,7
1142564,819952,2019-03-12,Senate,"Senate Finance Committee Vote",20,2,0,1,23
1142576,813586,2019-03-05,Assembly,"Assembly Codes Committee: Favorable",16,6,0,0,22
1142615,857515,2019-04-30,Assembly,"Assembly Consumer Affairs And Protection Committee: Favorable refer to committee Codes",16,0,0,0,16
1142615,859847,2019-05-07,Assembly,"Assembly Codes Committee: Favorable",20,0,0,2,22
1142615,880626,2019-06-11,Assembly,"Assembly Floor Vote - Final Passage",131,10,0,9,150
1142627,785150,2019-01-23,Assembly,"Assembly Health Committee: Favorable refer to committee Ways and Means",24,0,0,2,26
1142627,879215,2019-06-05,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",27,4,0,4,35
1142627,880473,2019-06-11,Assembly,"Assembly Rules Committee: Favorable",25,0,0,6,31
1143049,881740,2019-05-14,Senate,"Senate Health Committee Vote",15,0,0,0,15
1143049,881741,2019-06-13,Senate,"Senate Floor Vote - Final Passage",49,13,0,0,62
1143049,884270,2019-06-18,Assembly,"Assembly Floor Vote - Final Passage",122,25,0,3,150
1143061,920264,2020-02-11,Assembly,"Assembly Higher Education Committee: Favorable refer to committee Ways and Means",23,0,0,1,24
1143078,857552,2019-04-30,Assembly,"Assembly Judiciary Committee: Favorable",19,0,0,2,21
1143086,792548,2019-02-05,Assembly,"Assembly Governmental Operations Committee: Favorable refer to committee Codes",11,2,0,1,14
1143086,796466,2019-02-11,Assembly,"Assembly Codes Committee: Favorable",22,0,0,0,22
1143086,877192,2019-06-03,Assembly,"Assembly Floor Vote - Final Passage",115,27,0,8,150
1143086,880402,2019-06-11,Senate,"Senate Floor Vote - Final Passage",47,14,0,1,62
1143089,797677,2019-02-12,Assembly,"Assembly Corporations, Authorities And Commissions Committee: Favorable refer to committee Codes",19,5,0,2,26
1143089,819185,2019-03-12,Assembly,"Assembly Codes Committee: Favorable",15,6,0,1,22
1143089,842171,2019-04-10,Assembly,"Assembly Floor Vote - Final Passage",108,33,0,9,150
1143096,878559,2019-06-04,Assembly,"Assembly Housing Committee: Favorable refer to committee Codes",18,8,0,2,28
1143096,880205,2019-06-11,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",16,6,0,0,22
1143126,860730,2019-05-07,Assembly,"Assembly Alcoholism And Drug Abuse Committee: Favorable refer to committee Ways and Means",14,0,0,0,14
1143142,902601,2020-01-14,Assembly,"Assembly Rules Committee: Favorable",25,0,0,5,30
1143142,902602,2020-01-14,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",20,0,0,1,21
1143142,902603,2020-01-14,Assembly,"Assembly Transportation Committee: Favorable refer to committee Codes",24,0,0,1,25
1143142,902876,2020-01-14,Senate,"Senate Floor Vote - Final Passage",60,0,0,2,62
1143142,902936,2020-01-14,Assembly,"Assembly Floor Vote - Final Passage",140,0,0,8,148
1143160,785272,2019-01-23,Assembly,"Assembly Health Committee: Favorable refer to committee Codes",24,0,0,2,26
1143160,787411,2019-01-28,Assembly,"Assembly Codes Committee: Favorable refer to committee Ways and Means",22,0,0,0,22
1143160,879547,2019-06-06,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",31,0,0,4,35
1143160,881369,2019-06-13,Assembly,"Assembly Rules Committee: Favorable",26,0,0,5,31
1143160,973731,2020-07-23,Assembly,"Assembly Floor Vote - Final Passage",105,36,0,4,145
1143162,868861,2019-05-21,Senate,"Senate Higher Education Committee Vote",11,0,0,0,11
1143172,885173,2019-06-19,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1143172,886482,2019-06-19,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1143180,859759,2019-05-06,Assembly,"Assembly Insurance Committee: Favorable refer to committee Codes",14,8,0,2,24
1143180,874956,2019-05-30,Assembly,"Assembly Codes Committee: Favorable refer to committee Ways and Means",15,4,0,3,22
1143180,882029,2019-06-14,Assembly,"Assembly Ways And Means Committee: Favorable refer to committee Rules",22,8,0,5,35
1143180,882440,2019-06-17,Assembly,"Assembly Rules Committee: Favorable",24,2,0,5,31
1143180,883981,2019-06-18,Assembly,"Assembly Floor Vote - Final Passage",128,20,0,2,150
1143180,886607,2019-06-19,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1143220,868697,2019-05-21,Assembly,"Assembly Governmental Operations Committee: Favorable refer to committee Codes",9,5,0,0,14
1143220,874914,2019-05-30,Assembly,"Assembly Codes Committee: Favorable",15,4,0,3,22
1143220,972259,2020-07-20,Assembly,"Assembly Floor Vote - Final Passage",103,39,0,3,145
1143244,878072,2019-06-05,Assembly,"Assembly Transportation Committee: Favorable refer to committee Codes",26,0,0,0,26
1143247,878842,2019-06-06,Assembly,"Assembly Environmental Conservation Committee: Favorable refer to committee Codes",18,10,0,2,30
1143250,784515,2019-01-22,Senate,"Senate Health Committee Vote",14,1,0,0,15
1143250,829834,2019-03-26,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1143252,902545,2020-01-14,Assembly,"Assembly Insurance Committee: Favorable refer to committee Codes",16,5,0,1,22
1143252,907277,2020-01-28,Assembly,"Assembly Codes Committee: Favorable",17,4,0,1,22
1143255,813641,2019-03-05,Assembly,"Assembly Consumer Affairs And Protection Committee: Favorable refer to committee Codes",13,3,0,0,16
1143255,819737,2019-03-12,Assembly,"Assembly Codes Committee: Favorable",20,1,0,1,22
1143255,831040,2019-03-27,Assembly,"Assembly Floor Vote - Final Passage",121,27,0,2,150
1143259,860746,2019-05-07,Assembly,"Assembly Environmental Conservation Committee: Favorable refer to committee Codes",18,10,0,2,30
1143259,934414,2020-02-25,Assembly,"Assembly Codes Committee: Favorable",15,6,0,1,22
1143302,973144,2020-07-22,Senate,"Senate Floor Vote - Final Passage",44,16,0,0,60
1143302,973293,2020-07-22,Senate,"Senate Rules Committee Vote",14,5,0,0,19
1143306,825347,2019-03-19,Assembly,"Assembly Agriculture Committee: Favorable refer to committee Codes",19,1,0,1,21
1143327,787809,2019-01-28,Senate,"Senate Rules Committee Vote",19,0,0,0,19
1143327,787810,2019-01-29,Senate,"Senate Floor Vote - Final Passage",52,11,0,0,63
1143327,788394,2019-01-29,Assembly,"Assembly Floor Vote - Final Passage",110,20,0,20,150
1143328,876067,2019-05-30,Assembly,"Assembly Social Services Committee: Favorable refer to committee Ways and Means",15,1,0,2,18
1143334,791949,2019-02-04,Assembly,"Assembly Health Committee: Favorable",23,2,0,1,26
1143349,792231,2019-01-22,Senate,"Senate Transportation Committee Vote",15,0,0,0,15
1143349,792232,2019-02-04,Senate,"Senate Floor Vote - Final Passage",62,0,0,1,63
1143349,935688,2020-02-25,Senate,"Senate Transportation Committee Vote",15,0,0,0,15
1143371,878732,2019-06-06,Assembly,"Assembly Corporations, Authorities And Commissions Committee: Favorable refer to committee Rules",24,1,0,1,26
1143372,875062,2019-05-30,Assembly,"Assembly Consumer Affairs And Protection Committee: Favorable refer to committee Codes",12,3,0,1,16
1143372,877245,2019-06-04,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",14,8,0,0,22
1143386,820795,2019-03-12,Assembly,"Assembly Codes Committee: Favorable",15,6,0,1,22
1143413,878483,2019-06-04,Assembly,"Assembly Labor Committee: Favorable refer to committee Rules",27,1,0,1,29
1143423,878251,2019-06-05,Assembly,"Assembly Education Committee: Favorable refer to committee Rules",24,5,0,2,31
1143438,878980,2019-06-06,Assembly,"Assembly Environmental Conservation Committee: Favorable refer to committee Rules",21,7,0,2,30
1143438,971042,2020-07-14,Assembly,"Assembly Environmental Conservation Committee: Favorable refer to committee Rules",19,8,0,1,28
1143438,972555,2020-07-21,Assembly,"Assembly Rules Committee: Favorable",19,7,0,4,30
1144729,787749,2019-01-28,Assembly,"Assembly Codes Committee: Favorable",22,0,0,0,22
1144729,886203,2019-06-20,Assembly,"Assembly Floor Vote - Final Passage",124,22,0,4,150
1144751,811173,2019-02-27,Senate,"Senate Health Committee Vote",14,0,0,1,15
1144759,855589,2019-04-30,Senate,"Senate Transportation Committee Vote",14,1,0,0,15
1144781,972503,2020-01-14,Senate,"Senate Health Committee Vote",14,0,0,0,14
1144781,972504,2020-07-21,Senate,"Senate Floor Vote - Final Passage",59,1,0,0,60
1144823,787719,2019-01-28,Assembly,"Assembly Codes Committee: Favorable",22,0,0,0,22
1144823,792452,2019-02-04,Assembly,"Assembly Floor Vote - Final Passage",143,0,0,7,150
1144908,879992,2019-01-22,Senate,"Senate Transportation Committee Vote",15,0,0,0,15
1144908,880456,2019-06-11,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1145017,792278,2019-01-22,Senate,"Senate Local Government Committee Vote",7,0,0,0,7
1145017,792279,2019-02-04,Senate,"Senate Floor Vote - Final Passage",49,13,0,1,63
1145017,860963,2019-05-07,Assembly,"Assembly Floor Vote - Final Passage",134,0,0,16,150
1145070,839440,2019-04-09,Senate,"Senate Health Committee Vote",15,0,0,0,15
1145173,782081,2019-01-14,Senate,"Senate Investigations and Government Operations Committee Vote",6,0,0,1,7
1145173,782149,2019-01-14,Senate,"Senate Investigations and Government Operations Committee Vote",6,0,0,1,7
1145173,782583,2019-01-15,Senate,"Senate Floor Vote - Final Passage",42,19,0,2,63
1145173,782669,2019-01-15,Assembly,"Assembly Floor Vote - Final Passage",105,43,0,2,150
1145251,914764,2020-01-13,Senate,"Senate Alcoholism And Substance Abuse Committee Vote",6,1,0,0,7
1145251,914765,2020-02-04,Senate,"Senate Floor Vote - Final Passage",61,0,0,1,62
1145336,855322,2019-04-30,Senate,"Senate Children And Families Committee Vote",7,0,0,0,7
1145336,868447,2019-05-21,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1145336,880144,2019-06-11,Senate,"Senate Floor Vote - Final Passage",60,1,0,1,62
1145336,916630,2020-02-04,Senate,"Senate Children and Families Committee Vote",7,0,0,0,7
1145498,876600,2019-06-03,Senate,"Senate Floor Vote - Final Passage",56,6,0,0,62
1145498,877308,2019-06-03,Senate,"Senate Rules Committee Vote",18,1,0,0,19
1145498,939465,2020-03-02,Senate,"Senate Agriculture Committee Vote",9,0,0,0,9
1145519,863535,2019-05-13,Senate,"Senate Investigations and Government Operations Committee Vote",7,0,0,0,7
1145519,863536,2019-05-14,Senate,"Senate Floor Vote - Final Passage",59,0,0,3,62
1145519,863537,2019-05-14,Senate,"Senate Rules Committee Vote",18,0,0,1,19
1145519,864266,2019-05-14,Assembly,"Assembly Floor Vote - Final Passage",140,1,0,9,150
1145667,782113,2019-01-14,Senate,"Senate Judiciary Committee Vote",11,4,0,0,15
1145667,782323,2019-01-14,Senate,"Senate Judiciary Committee Vote",11,4,0,0,15
1145667,782324,2019-01-15,Senate,"Senate Floor Vote - Final Passage",44,17,0,2,63
1145667,782386,2019-01-14,Assembly,"Assembly Floor Vote - Final Passage",104,42,0,4,150
1145667,782481,2019-01-15,Senate,"Senate Floor Vote - Final Passage",44,17,0,2,63
1145810,782116,2019-01-14,Senate,"Senate Judiciary Committee Vote",15,0,0,0,15
1145810,782326,2019-01-14,Senate,"Senate Judiciary Committee Vote",15,0,0,0,15
1145810,782327,2019-01-15,Senate,"Senate Floor Vote - Final Passage",56,5,0,2,63
1145810,782354,2019-01-14,Assembly,"Assembly Floor Vote - Final Passage",136,9,0,5,150
1145810,782482,2019-01-15,Senate,"Senate Floor Vote - Final Passage",56,5,0,2,63
1145894,971074,2020-07-14,Assembly,"Assembly Judiciary Committee: Held for Consideration",15,6,0,0,21
1145912,797120,2019-02-11,Senate,"Senate Health Committee Vote",12,2,0,1,15
1145976,815681,2019-02-27,Senate,"Senate Commerce, Economic Development and Small Business Committee Vote",8,1,0,0,9
1145976,816194,2019-03-07,Senate,"Senate Floor Vote - Final Passage",58,0,0,5,63
1145976,883476,2019-06-17,Assembly,"Assembly Floor Vote - Final Passage",145,0,0,5,150
1146017,809496,2019-01-22,Senate,"Senate Transportation Committee Vote",15,0,0,0,15
1146017,809497,2019-02-26,Senate,"Senate Floor Vote - Final Passage",61,0,0,2,63
1146087,815343,2019-03-05,Senate,"Senate Social Services Committee Vote",7,0,0,0,7
1146087,839426,2019-04-09,Senate,"Senate Finance Committee Vote",22,1,0,0,23
1146087,856621,2019-05-01,Senate,"Senate Floor Vote - Final Passage",45,17,0,0,62
1146087,886181,2019-06-20,Assembly,"Assembly Floor Vote - Final Passage",97,49,0,4,150
1146126,876844,2019-03-04,Senate,"Senate Codes Committee Vote",13,0,0,0,13
1146126,876845,2019-06-03,Senate,"Senate Floor Vote - Final Passage",60,2,0,0,62
1146126,902059,2020-01-13,Senate,"Senate Codes Committee Vote",13,0,0,0,13
1146126,919171,2020-02-10,Senate,"Senate Floor Vote - Final Passage",60,1,0,1,62
1146146,970822,2020-07-13,Assembly,"Assembly Consumer Affairs And Protection Committee: Favorable refer to committee Codes",15,0,0,1,16
1146146,971774,2020-07-17,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",21,0,0,1,22
1146165,863016,2019-04-09,Senate,"Senate Health Committee Vote",14,0,0,1,15
1146165,863017,2019-05-13,Senate,"Senate Floor Vote - Final Passage",60,0,0,2,62
1146165,882072,2019-06-14,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1146165,883968,2019-06-18,Assembly,"Assembly Floor Vote - Final Passage",146,0,0,4,150
1146266,867841,2019-05-07,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1146266,867842,2019-05-20,Senate,"Senate Floor Vote - Final Passage",59,1,0,2,62
1146266,904861,2020-01-22,Senate,"Senate Finance Committee Vote",23,0,0,0,23
1146266,923013,2020-02-13,Senate,"Senate Floor Vote - Final Passage",56,1,0,5,62
1146266,972375,2020-07-20,Assembly,"Assembly Floor Vote - Final Passage",141,0,0,4,145
1146287,782248,2019-01-14,Assembly,"Assembly Rules Committee: Favorable",21,7,0,2,30
1146287,782249,2019-01-14,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",15,6,0,1,22
1146287,782250,2019-01-14,Assembly,"Assembly Governmental Operations Committee: Favorable refer to committee Codes",10,3,0,1,14
1146331,782115,2019-01-14,Senate,"Senate Higher Education Committee Vote",9,2,0,0,11
1146331,782325,2019-01-14,Senate,"Senate Higher Education Committee Vote",9,2,0,0,11
1146331,782649,2019-01-15,Senate,"Senate Floor Vote - Final Passage",57,4,0,2,63
1146435,786897,2019-01-28,Assembly,"Assembly Rules Committee: Favorable",28,1,0,2,31
1146435,786898,2019-01-28,Assembly,"Assembly Codes Committee: Favorable refer to committee Rules",22,0,0,0,22
1146464,787736,2019-01-28,Assembly,"Assembly Codes Committee: Favorable",22,0,0,0,22
1146464,792785,2019-02-04,Assembly,"Assembly Floor Vote - Final Passage",143,0,0,7,150
1146464,882132,2019-06-13,Senate,"Senate Floor Vote - Final Passage",62,0,0,0,62
1146648,797136,2019-02-11,Senate,"Senate Health Committee Vote",10,4,0,1,15
1146648,886251,2019-06-21,Assembly,"Assembly Floor Vote - Final Passage",141,0,0,9,150
1146648,886718,2019-06-19,Senate,"Senate Floor Vote - Final Passage",44,18,0,0,62
1146648,887160,2019-06-19,Senate,"Senate Rules Committee Vote",12,7,0,0,19
1146849,825373,2019-03-19,Assembly,"Assembly Governmental Employees Committee: Favorable refer to committee Ways and Means",11,3,0,0,14
1146873,829782,2019-03-26,Assembly,"Assembly Economic Development Committee: Favorable refer to committee Ways and Means",24,0,0,2,26
1146894,878736,2019-06-06,Assembly,"Assembly Environmental Conservation Committee: Held for Consideration",20,8,0,2,30
1147121,782186,2019-01-14,Assembly,"Assembly Election Law Committee: Favorable refer to committee Ways and Means",15,0,0,1,16
